Wagon ID,Wagon Number,Wagon Type,Zone Code,Zone Name,Division,Current Station,Destination Station,Cargo Type,Capacity (Tons),Current Load (Tons),Status,GPS Latitude,GPS Longitude,Speed (km/h),Temperature (°C),Last Updated Timestamp
WG00158,2621231775,BTPN,CR,Central Railway,Hyderabad,Guntur,Bhopal,Iron Ore,55,19.5,Delayed,20.319741,74.925156,68,52.5,2026-06-29 14:32:35
WG00159,1035920751,BOXN,SWR,South Western Railway,Secunderabad,Bhopal,Visakhapatnam,Petroleum,65,26.7,Running,11.675288,71.45503,91,48.4,2026-06-29 23:17:35
WG00160,4577204937,BCN,NER,North Eastern Railway,Kolkata,Visakhapatnam,Vijayawada,Containers,70,27.2,Maintenance,15.133227,82.637859,37,37.9,2026-06-29 14:30:35
WG00161,1561891432,Covered,NWR,North Western Railway,Delhi,Nagpur,Hyderabad,Automobiles,75,66.7,Unloading,27.016288,76.194764,31,47.0,2026-06-29 19:01:35
WG00162,1493533266,Flat,ER,Eastern Railway,Mumbai,Bhopal,Kanpur,Iron Ore,55,50.6,Maintenance,30.318485,79.139073,30,52.2,2026-06-29 16:40:35
WG00163,4696967163,Hopper,CR,Central Railway,Delhi,Mumbai,Vijayawada,Food Grains,75,56.0,Idle,18.002851,87.444435,20,35.8,2026-06-29 21:43:35
WG00164,7179046363,BTPN,WR,Western Railway,Chennai,Nagpur,Delhi,Cement,75,61.9,Delayed,9.11662,80.980491,9,50.7,2026-06-29 16:31:35
WG00165,5599191919,BTPN,WR,Western Railway,Mumbai,Hyderabad,Guntur,Cement,65,22.8,Loading,22.758043,72.169892,63,32.4,2026-06-29 22:14:35
WG00166,7176536085,BTPN,NER,North Eastern Railway,Visakhapatnam,Chennai,Agra,Iron Ore,55,14.0,Idle,24.147643,68.066183,59,39.1,2026-06-29 23:01:35
WG00167,4909943362,BCN,NWR,North Western Railway,Delhi,Warangal,Visakhapatnam,Iron Ore,55,39.4,Maintenance,17.4169,81.389666,84,40.2,2026-06-29 19:26:35
WG00168,5589479639,BOXN,NWR,North Western Railway,Chennai,Mumbai,Nagpur,Coal,55,54.6,Delayed,29.068203,71.974272,60,40.3,2026-06-29 20:54:35
WG00169,5604236069,Tank,SER,South Eastern Railway,Mumbai,Visakhapatnam,Bhopal,Food Grains,60,59.0,Running,18.753598,81.915932,63,27.7,2026-06-30 00:13:35
WG00170,8938487266,BCN,SR,Southern Railway,Secunderabad,Agra,Secunderabad,Cement,55,26.0,Idle,26.052506,78.868108,55,50.1,2026-06-29 21:53:35
WG00171,1529700031,Tank,SER,South Eastern Railway,Chennai,Chennai,Mumbai,Cement,55,32.8,Delayed,12.10852,74.156698,79,38.0,2026-06-29 15:35:35
WG00172,1055279146,Hopper,WR,Western Railway,Secunderabad,Secunderabad,Agra,Steel,75,46.5,Loading,19.735837,80.845756,89,34.7,2026-06-29 17:22:35
WG00173,3258730793,BCN,NER,North Eastern Railway,Secunderabad,Agra,Delhi,Coal,55,18.9,Running,8.252649,79.901771,31,47.1,2026-06-29 16:15:35
WG00174,3002220477,Hopper,NWR,North Western Railway,Nagpur,Howrah,Visakhapatnam,Cement,55,34.9,Delayed,9.643258,87.038309,31,37.4,2026-06-29 13:55:35
WG00175,5168806538,Flat,NWR,North Western Railway,Kolkata,Kanpur,Hyderabad,Cement,65,21.9,Loading,22.104327,86.590491,68,41.9,2026-06-29 14:56:35
WG00176,2720065503,Hopper,SWR,South Western Railway,Jaipur,Chennai,Secunderabad,Steel,60,18.8,Unloading,9.743251,83.18534,78,35.7,2026-06-29 18:53:35
WG00177,8318512775,Hopper,SER,South Eastern Railway,Chennai,Chennai,Bhopal,Iron Ore,60,54.9,Loading,16.196797,84.26027,74,42.6,2026-06-30 01:13:35
WG00178,1699982280,BTPN,NER,North Eastern Railway,Jaipur,Vijayawada,Bhopal,Petroleum,75,69.5,Running,10.652651,71.117394,72,47.0,2026-06-29 22:38:35
WG00179,1682989693,BCN,SWR,South Western Railway,Lucknow,Delhi,Visakhapatnam,Iron Ore,65,53.6,Maintenance,15.832677,85.933922,45,35.1,2026-06-30 00:43:35
WG00180,8020214132,Flat,SCR,South Central Railway,Chennai,Vijayawada,Howrah,Containers,60,26.6,Loading,13.561833,80.449908,16,33.4,2026-06-29 16:31:35
WG00181,1215433893,Flat,WR,Western Railway,Delhi,Vijayawada,Warangal,Containers,50,32.9,Delayed,24.970567,72.997701,80,44.8,2026-06-30 01:13:35
WG00182,8005786823,BTPN,SWR,South Western Railway,Jaipur,Guntur,Nagpur,Iron Ore,60,25.2,Loading,20.556601,80.164062,6,31.6,2026-06-29 22:28:35
WG00183,6041050881,BTPN,SCR,South Central Railway,Lucknow,Delhi,Chennai,Coal,60,39.1,Running,28.581862,81.076046,36,47.3,2026-06-30 00:25:35
WG00184,8360545262,BCN,CR,Central Railway,Delhi,Guntur,Visakhapatnam,Food Grains,65,60.8,Idle,11.953189,82.837127,49,40.4,2026-06-29 14:39:35
WG00185,7183907945,Tank,NR,North Railway,Secunderabad,Visakhapatnam,Kanpur,Cement,65,18.7,Running,28.551428,78.047954,18,47.8,2026-06-30 00:58:35
WG00186,2375073172,Hopper,SER,South Eastern Railway,Visakhapatnam,Secunderabad,Warangal,Cement,75,44.8,Running,9.812966,83.864692,41,22.7,2026-06-29 17:44:35
WG00187,5037111845,BCN,SER,South Eastern Railway,Nagpur,Vijayawada,Visakhapatnam,Food Grains,75,66.0,Unloading,25.451326,79.862509,100,33.8,2026-06-29 13:58:35
WG00188,3798318878,BCN,SCR,South Central Railway,Secunderabad,Mumbai,Warangal,Iron Ore,55,37.7,Delayed,16.420602,78.265788,58,38.3,2026-06-29 15:01:35
WG00189,3895691944,Covered,CR,Central Railway,Secunderabad,Agra,Hyderabad,Petroleum,65,23.0,Maintenance,17.341857,74.187176,78,37.0,2026-06-29 17:30:35
WG00190,8970955650,BOXN,SWR,South Western Railway,Delhi,Kanpur,Visakhapatnam,Coal,65,22.6,Running,21.703401,68.105177,31,44.3,2026-06-29 14:13:35
WG00191,7949614341,BOXN,CR,Central Railway,Secunderabad,Howrah,Visakhapatnam,Petroleum,75,54.7,Idle,18.091335,74.416221,17,20.9,2026-06-29 20:29:35
WG00192,8362247232,Flat,ER,Eastern Railway,Delhi,Howrah,Delhi,Iron Ore,75,68.1,Running,20.70244,79.373117,15,50.9,2026-06-29 21:11:35
WG00193,4037076520,Flat,NR,North Railway,Visakhapatnam,Agra,Chennai,Containers,75,45.9,Loading,31.352938,68.683383,91,40.5,2026-06-29 15:03:35
WG00194,9232022338,BOXN,ER,Eastern Railway,Jaipur,Agra,Delhi,Containers,50,15.4,Idle,23.696332,72.52384,20,40.5,2026-06-29 16:57:35
WG00195,9045147427,BCN,SWR,South Western Railway,Mumbai,Hyderabad,Chennai,Automobiles,70,47.2,Maintenance,28.753295,88.973399,2,53.6,2026-06-29 22:52:35
WG00196,1383198427,Tank,SCR,South Central Railway,Chennai,Agra,Visakhapatnam,Iron Ore,55,31.1,Idle,15.377597,85.844577,8,34.1,2026-06-29 16:38:35
WG00197,1849716076,Covered,SCR,South Central Railway,Mumbai,Nagpur,Kanpur,Containers,50,24.1,Maintenance,21.734958,86.941849,89,43.3,2026-06-29 21:58:35
WG00198,9980020717,Hopper,NR,North Railway,Chennai,Chennai,Bhopal,Steel,65,55.9,Idle,13.231441,82.019577,29,42.3,2026-06-29 16:39:35
WG00199,3083359737,BTPN,SR,Southern Railway,Visakhapatnam,Visakhapatnam,Guntur,Cement,65,44.5,Loading,22.476841,86.254715,92,54.0,2026-06-29 18:27:35
WG00200,3416468050,BOXN,ER,Eastern Railway,Nagpur,Hyderabad,Visakhapatnam,Automobiles,60,35.0,Maintenance,17.406193,76.817809,38,28.2,2026-06-29 14:52:35
WG00201,9674304400,Flat,WR,Western Railway,Delhi,Secunderabad,Nagpur,Containers,75,38.7,Loading,11.046768,68.146229,35,21.8,2026-06-30 00:18:35
WG00202,6823311866,Covered,SCR,South Central Railway,Lucknow,Nagpur,Mumbai,Food Grains,75,43.6,Maintenance,14.771683,77.54239,36,53.4,2026-06-29 17:41:35
WG00203,1813180796,BTPN,SWR,South Western Railway,Chennai,Vijayawada,Secunderabad,Petroleum,55,20.6,Unloading,10.665618,78.125275,9,37.5,2026-06-29 20:56:35
WG00204,2969830583,BCN,NWR,North Western Railway,Kolkata,Hyderabad,Bhopal,Iron Ore,65,58.5,Delayed,9.048656,69.517192,40,39.9,2026-06-29 23:33:35
WG00205,7760424016,BOXN,WR,Western Railway,Mumbai,Guntur,Warangal,Automobiles,60,15.2,Idle,10.949455,75.480634,54,47.8,2026-06-29 23:22:35
WG00206,8474800289,BOXN,SCR,South Central Railway,Nagpur,Bhopal,Visakhapatnam,Cement,65,57.7,Unloading,10.371163,78.280749,41,50.8,2026-06-29 22:39:35
WG00207,1728132217,BCN,CR,Central Railway,Mumbai,Bhopal,Nagpur,Coal,75,60.3,Delayed,22.437587,74.901693,71,39.5,2026-06-29 14:46:35
WG00208,3177466655,BCN,ER,Eastern Railway,Chennai,Kanpur,Secunderabad,Petroleum,70,40.2,Maintenance,12.056946,72.794612,33,48.5,2026-06-29 21:02:35
WG00209,9356216957,Hopper,WR,Western Railway,Visakhapatnam,Chennai,Delhi,Cement,65,54.3,Unloading,27.098119,80.234357,35,44.4,2026-06-29 19:56:35
WG00210,3923500462,Tank,SR,Southern Railway,Mumbai,Secunderabad,Hyderabad,Food Grains,55,50.0,Maintenance,25.401314,70.515667,24,31.3,2026-06-29 19:57:35
WG00211,6003565344,BCN,SCR,South Central Railway,Kolkata,Nagpur,Hyderabad,Food Grains,70,21.3,Running,19.472318,82.967648,29,38.5,2026-06-29 23:51:35
WG00212,5270928558,BTPN,WR,Western Railway,Kolkata,Mumbai,Delhi,Containers,55,46.6,Maintenance,12.81636,80.384003,53,20.2,2026-06-29 22:14:35
WG00213,3555362526,BTPN,WR,Western Railway,Hyderabad,Secunderabad,Bhopal,Steel,70,49.4,Running,13.721151,81.259729,4,49.1,2026-06-29 17:42:35
WG00214,2469822851,BOXN,NWR,North Western Railway,Mumbai,Vijayawada,Howrah,Steel,55,28.6,Idle,23.023468,79.451518,71,49.1,2026-06-29 19:17:35
WG00215,4075528800,BTPN,SR,Southern Railway,Hyderabad,Secunderabad,Bhopal,Cement,55,33.4,Unloading,17.799715,75.501637,41,49.1,2026-06-29 22:43:35
WG00216,4712696846,BCN,SWR,South Western Railway,Lucknow,Chennai,Hyderabad,Petroleum,75,59.4,Unloading,14.911271,78.004624,14,54.8,2026-06-30 01:09:35
WG00217,7640533637,BTPN,NWR,North Western Railway,Secunderabad,Bhopal,Vijayawada,Food Grains,60,27.4,Delayed,12.099585,76.95497,68,28.1,2026-06-29 22:37:35
WG00218,5778004069,Tank,CR,Central Railway,Jaipur,Mumbai,Agra,Containers,60,35.9,Maintenance,25.884778,83.693422,23,49.2,2026-06-29 18:28:35
WG00219,4882027720,Tank,CR,Central Railway,Chennai,Nagpur,Mumbai,Food Grains,50,14.2,Running,21.493922,81.451262,59,45.6,2026-06-29 20:17:35
WG00220,8901058220,BTPN,SWR,South Western Railway,Secunderabad,Secunderabad,Kanpur,Coal,55,50.3,Idle,18.016017,80.126879,98,41.0,2026-06-29 14:14:35
WG00221,9325148769,BOXN,SWR,South Western Railway,Mumbai,Chennai,Vijayawada,Coal,60,57.3,Delayed,30.709494,84.202111,46,39.7,2026-06-29 13:59:35
WG00222,6005770112,Flat,NER,North Eastern Railway,Secunderabad,Nagpur,Secunderabad,Containers,50,40.9,Maintenance,25.379776,78.419284,17,36.5,2026-06-29 20:53:35
WG00223,5595341645,Covered,SWR,South Western Railway,Delhi,Bhopal,Kanpur,Coal,65,21.0,Loading,24.839761,86.888125,66,34.3,2026-06-30 00:34:35
WG00224,5981868208,Tank,CR,Central Railway,Secunderabad,Guntur,Nagpur,Food Grains,75,55.7,Unloading,25.34538,73.06668,86,54.9,2026-06-30 00:49:35
WG00225,5607121735,Hopper,ER,Eastern Railway,Jaipur,Bhopal,Visakhapatnam,Steel,55,38.7,Loading,11.934582,72.958218,10,35.6,2026-06-29 16:40:35
WG00226,9422879758,BTPN,SWR,South Western Railway,Delhi,Secunderabad,Bhopal,Automobiles,60,49.2,Maintenance,26.840708,77.184148,2,35.0,2026-06-29 18:11:35
WG00227,6271304620,BCN,ER,Eastern Railway,Kolkata,Secunderabad,Warangal,Iron Ore,75,61.3,Running,30.981342,84.865777,66,49.0,2026-06-29 16:30:35
WG00228,1436161321,BOXN,SCR,South Central Railway,Kolkata,Warangal,Guntur,Food Grains,70,61.9,Loading,8.119683,83.887343,79,39.4,2026-06-29 15:40:35
WG00229,2456664765,Hopper,ER,Eastern Railway,Lucknow,Chennai,Kanpur,Food Grains,70,67.6,Delayed,20.202515,76.614392,48,45.6,2026-06-29 20:03:35
WG00230,9902796547,Covered,CR,Central Railway,Nagpur,Kanpur,Secunderabad,Petroleum,70,41.5,Loading,11.744258,71.023579,15,53.1,2026-06-30 00:56:35
WG00231,5085979152,Covered,SWR,South Western Railway,Lucknow,Nagpur,Secunderabad,Automobiles,55,19.2,Maintenance,21.037587,82.662796,23,20.4,2026-06-30 01:06:35
WG00232,1807675234,Hopper,SWR,South Western Railway,Hyderabad,Visakhapatnam,Kanpur,Coal,55,29.4,Unloading,23.682326,76.497192,10,27.9,2026-06-29 22:40:35
WG00233,8397434312,BTPN,SR,Southern Railway,Delhi,Howrah,Bhopal,Steel,75,39.8,Maintenance,23.736882,84.077445,34,33.1,2026-06-29 23:10:35
WG00234,2566464818,Hopper,NWR,North Western Railway,Secunderabad,Kanpur,Delhi,Iron Ore,55,35.2,Loading,29.94412,83.94365,21,32.3,2026-06-30 00:00:35
WG00235,8748387901,BOXN,SCR,South Central Railway,Chennai,Agra,Hyderabad,Automobiles,55,49.9,Running,10.97752,75.311307,73,42.8,2026-06-29 17:25:35
WG00236,2790680375,Covered,CR,Central Railway,Jaipur,Delhi,Warangal,Iron Ore,50,29.6,Running,10.524927,71.209571,62,20.1,2026-06-29 22:57:35
WG00237,5796762212,Covered,NWR,North Western Railway,Chennai,Agra,Vijayawada,Petroleum,60,37.4,Idle,22.209079,85.500075,34,40.5,2026-06-29 23:15:35
WG00238,5265138863,BOXN,WR,Western Railway,Visakhapatnam,Kanpur,Agra,Automobiles,60,42.1,Loading,16.096732,88.347685,17,39.7,2026-06-29 23:50:35
WG00239,7962078957,Tank,ER,Eastern Railway,Jaipur,Vijayawada,Guntur,Petroleum,50,47.5,Delayed,15.97719,80.86132,21,31.8,2026-06-29 16:59:35
WG00240,5767702915,BTPN,NWR,North Western Railway,Secunderabad,Nagpur,Agra,Steel,65,20.3,Loading,19.957403,78.355763,34,28.0,2026-06-29 22:14:35
WG00241,4747128672,BOXN,SR,Southern Railway,Hyderabad,Howrah,Delhi,Cement,60,25.8,Maintenance,22.010946,88.001467,23,31.9,2026-06-29 18:00:35
WG00242,2341355755,BTPN,NWR,North Western Railway,Chennai,Bhopal,Nagpur,Iron Ore,75,29.0,Idle,30.752766,75.735527,61,51.5,2026-06-29 23:17:35
WG00243,9730568370,BOXN,CR,Central Railway,Kolkata,Chennai,Bhopal,Iron Ore,50,31.3,Running,11.220049,72.653287,57,44.9,2026-06-30 01:27:35
WG00244,3605784350,BTPN,SWR,South Western Railway,Jaipur,Visakhapatnam,Hyderabad,Containers,70,46.9,Idle,18.258808,81.066036,69,52.0,2026-06-29 19:42:35
WG00245,9707032950,BCN,WR,Western Railway,Nagpur,Guntur,Visakhapatnam,Iron Ore,50,20.3,Maintenance,28.047699,88.763498,20,50.4,2026-06-29 23:23:35
WG00246,2394324227,BTPN,SER,South Eastern Railway,Lucknow,Warangal,Hyderabad,Coal,65,26.2,Delayed,27.197996,81.930469,39,30.7,2026-06-29 20:53:35
WG00247,5761257887,Hopper,SCR,South Central Railway,Jaipur,Warangal,Delhi,Coal,75,54.6,Running,28.723559,69.356743,80,27.7,2026-06-30 01:37:35
WG00248,8231383244,Tank,ER,Eastern Railway,Chennai,Warangal,Vijayawada,Steel,65,24.1,Maintenance,23.552409,69.089689,23,25.7,2026-06-29 23:50:35
WG00249,9695595134,Hopper,SCR,South Central Railway,Nagpur,Guntur,Bhopal,Cement,65,61.6,Delayed,28.180352,83.870694,91,51.0,2026-06-29 19:03:35
WG00250,1642171012,Tank,SWR,South Western Railway,Delhi,Howrah,Delhi,Containers,70,57.3,Loading,17.328842,68.064266,15,26.6,2026-06-29 16:23:35
WG00251,6588169617,Tank,NER,North Eastern Railway,Visakhapatnam,Bhopal,Secunderabad,Petroleum,65,58.6,Loading,13.497962,72.940168,76,33.1,2026-06-29 23:11:35
WG00252,7948718540,BOXN,NWR,North Western Railway,Nagpur,Howrah,Agra,Cement,70,66.7,Idle,8.502664,84.594986,7,37.5,2026-06-29 22:19:35
WG00253,8707183082,Hopper,NWR,North Western Railway,Visakhapatnam,Hyderabad,Chennai,Steel,55,32.5,Unloading,10.536903,72.546573,75,33.0,2026-06-29 22:55:35
WG00254,6611801850,Covered,NWR,North Western Railway,Nagpur,Howrah,Nagpur,Automobiles,55,50.8,Unloading,30.852753,70.253635,89,28.7,2026-06-29 15:52:35
WG00255,3023378130,BCN,NER,North Eastern Railway,Hyderabad,Nagpur,Visakhapatnam,Containers,70,55.3,Loading,16.565415,77.661667,56,23.3,2026-06-29 16:33:35
WG00256,4973319791,Hopper,NER,North Eastern Railway,Kolkata,Vijayawada,Guntur,Petroleum,60,29.8,Idle,19.123147,77.958258,17,34.2,2026-06-30 00:17:35
WG00257,6413579717,Hopper,ER,Eastern Railway,Delhi,Agra,Secunderabad,Containers,50,21.0,Idle,13.871898,74.180476,55,47.5,2026-06-29 17:06:35
WG00258,1649361659,Covered,SCR,South Central Railway,Hyderabad,Howrah,Delhi,Automobiles,50,20.1,Idle,17.708762,76.833581,26,32.0,2026-06-30 00:40:35
WG00259,6645388698,BTPN,CR,Central Railway,Secunderabad,Delhi,Visakhapatnam,Cement,50,42.0,Maintenance,20.405564,80.12268,7,22.1,2026-06-30 00:27:35
WG00260,6493986728,BOXN,NR,North Railway,Secunderabad,Secunderabad,Nagpur,Steel,50,35.7,Maintenance,24.961559,72.882077,95,39.5,2026-06-30 00:21:35
WG00261,5216861867,Flat,CR,Central Railway,Lucknow,Warangal,Visakhapatnam,Iron Ore,55,46.8,Maintenance,28.923853,86.855175,54,32.7,2026-06-30 00:57:35
WG00262,6545501351,BTPN,NWR,North Western Railway,Chennai,Bhopal,Kanpur,Iron Ore,60,39.9,Idle,25.238028,83.634185,63,45.6,2026-06-29 19:37:35
WG00263,7398848946,Hopper,SWR,South Western Railway,Chennai,Nagpur,Delhi,Food Grains,75,44.8,Unloading,18.772422,81.186135,11,47.7,2026-06-29 17:12:35
WG00264,7494524640,BOXN,SR,Southern Railway,Mumbai,Warangal,Visakhapatnam,Petroleum,60,36.5,Loading,29.664595,87.532905,96,31.1,2026-06-29 16:27:35
WG00265,6385465531,Tank,WR,Western Railway,Mumbai,Nagpur,Mumbai,Food Grains,60,18.6,Running,10.642244,69.599011,34,28.9,2026-06-29 23:39:35
WG00266,4111007952,Hopper,SCR,South Central Railway,Lucknow,Vijayawada,Chennai,Coal,65,25.2,Running,28.502928,78.175144,51,27.3,2026-06-29 18:59:35
WG00267,5390855673,Covered,NWR,North Western Railway,Mumbai,Nagpur,Kanpur,Cement,60,17.6,Idle,21.967288,84.981349,30,32.9,2026-06-29 14:45:35
WG00268,5427954801,BCN,NR,North Railway,Chennai,Guntur,Kanpur,Automobiles,55,32.3,Running,22.364756,68.547124,51,54.7,2026-06-29 19:10:35
WG00269,3263828528,BTPN,WR,Western Railway,Secunderabad,Visakhapatnam,Secunderabad,Food Grains,70,23.7,Unloading,23.42385,75.687838,63,25.8,2026-06-29 17:24:35
WG00270,1793918369,Tank,SCR,South Central Railway,Secunderabad,Guntur,Mumbai,Cement,65,41.0,Delayed,25.414661,72.962332,60,46.2,2026-06-29 16:36:35
WG00271,7981435362,Flat,CR,Central Railway,Nagpur,Mumbai,Visakhapatnam,Coal,50,20.9,Idle,10.39672,72.235195,53,47.6,2026-06-30 01:44:35
WG00272,8733498185,BOXN,WR,Western Railway,Delhi,Nagpur,Secunderabad,Iron Ore,70,42.6,Maintenance,25.246686,68.765848,50,26.7,2026-06-29 21:20:35
WG00273,5422871854,Covered,NR,North Railway,Delhi,Mumbai,Guntur,Automobiles,60,40.0,Unloading,10.543752,82.551869,0,40.1,2026-06-29 18:54:35
WG00274,1511573481,BTPN,NER,North Eastern Railway,Mumbai,Howrah,Guntur,Iron Ore,50,14.4,Maintenance,26.933832,75.330877,46,30.9,2026-06-29 21:57:35
WG00275,8591034021,Tank,SR,Southern Railway,Nagpur,Delhi,Warangal,Coal,75,67.6,Idle,21.884494,87.687658,18,30.9,2026-06-29 21:51:35
WG00276,2645761411,Tank,SWR,South Western Railway,Hyderabad,Agra,Secunderabad,Food Grains,60,40.5,Unloading,31.47483,74.510434,65,24.4,2026-06-29 23:35:35
WG00277,3128449203,Flat,SCR,South Central Railway,Nagpur,Howrah,Delhi,Containers,50,28.8,Maintenance,12.274815,85.386968,80,42.4,2026-06-29 18:47:35
WG00278,7791317649,Hopper,WR,Western Railway,Chennai,Hyderabad,Visakhapatnam,Cement,65,50.8,Delayed,12.873188,83.69931,26,24.3,2026-06-29 22:35:35
WG00279,6683903431,Covered,SWR,South Western Railway,Chennai,Hyderabad,Warangal,Steel,75,41.3,Maintenance,10.731317,84.314569,35,24.6,2026-06-29 15:46:35
WG00280,3090143452,BTPN,SCR,South Central Railway,Mumbai,Guntur,Chennai,Food Grains,60,29.3,Unloading,9.575352,85.925162,24,51.9,2026-06-30 00:15:35
WG00281,8681551614,BOXN,SCR,South Central Railway,Lucknow,Guntur,Mumbai,Cement,70,48.6,Unloading,21.099068,68.379139,10,44.4,2026-06-30 00:33:35
WG00282,9989027305,BCN,SCR,South Central Railway,Lucknow,Kanpur,Mumbai,Cement,75,47.9,Delayed,18.441642,76.570527,78,38.5,2026-06-29 21:35:35
WG00283,9401093996,BTPN,CR,Central Railway,Visakhapatnam,Chennai,Visakhapatnam,Automobiles,75,62.9,Maintenance,8.649957,69.886975,48,22.7,2026-06-29 23:17:35
WG00284,7652846695,BCN,NWR,North Western Railway,Nagpur,Bhopal,Mumbai,Automobiles,55,40.2,Running,30.963163,88.137669,82,51.8,2026-06-30 00:48:35
WG00285,2445594444,Tank,NR,North Railway,Lucknow,Chennai,Kanpur,Cement,65,46.8,Delayed,24.622778,85.229691,34,23.5,2026-06-29 14:56:35
WG00286,3475767218,Covered,NWR,North Western Railway,Visakhapatnam,Chennai,Hyderabad,Steel,70,28.8,Running,30.243055,71.64296,10,52.8,2026-06-30 00:59:35
WG00287,6977579625,Flat,SWR,South Western Railway,Chennai,Kanpur,Chennai,Coal,50,17.1,Maintenance,20.780116,68.906361,52,39.6,2026-06-29 22:07:35
WG00288,5930439023,Hopper,WR,Western Railway,Nagpur,Agra,Hyderabad,Cement,75,63.9,Loading,15.956658,73.134481,70,35.6,2026-06-29 19:00:35
WG00289,7947250958,BOXN,NWR,North Western Railway,Kolkata,Delhi,Vijayawada,Food Grains,75,37.8,Idle,26.470255,73.516105,65,23.4,2026-06-30 01:15:35
WG00290,3526879564,BOXN,SWR,South Western Railway,Hyderabad,Secunderabad,Hyderabad,Containers,55,37.4,Unloading,27.881447,70.893929,28,53.1,2026-06-30 01:41:35
WG00291,5194650924,Flat,ER,Eastern Railway,Jaipur,Nagpur,Guntur,Iron Ore,50,48.4,Idle,30.765694,74.652977,18,41.2,2026-06-30 01:43:35
WG00292,5439440524,Covered,SR,Southern Railway,Chennai,Mumbai,Bhopal,Automobiles,65,20.9,Unloading,19.582517,86.992189,91,54.9,2026-06-29 21:51:35
WG00293,2659085345,Flat,WR,Western Railway,Kolkata,Guntur,Warangal,Food Grains,70,37.0,Maintenance,8.357815,81.364173,0,33.0,2026-06-29 15:14:35
WG00294,9767709642,Tank,SWR,South Western Railway,Jaipur,Howrah,Visakhapatnam,Cement,75,46.6,Running,20.839109,86.862549,78,40.5,2026-06-29 23:02:35
WG00295,4948715277,BTPN,SR,Southern Railway,Kolkata,Visakhapatnam,Bhopal,Steel,70,62.1,Unloading,14.774462,68.399891,57,44.8,2026-06-30 00:34:35
WG00296,3286892752,BTPN,SCR,South Central Railway,Nagpur,Delhi,Chennai,Containers,50,42.8,Delayed,13.378387,86.436303,76,44.8,2026-06-29 23:12:35
WG00297,2079204449,Covered,CR,Central Railway,Hyderabad,Warangal,Kanpur,Steel,55,22.7,Idle,31.121836,71.585206,83,42.6,2026-06-29 19:15:35
WG00298,3499886614,Flat,SCR,South Central Railway,Nagpur,Secunderabad,Agra,Coal,50,37.4,Idle,25.006186,69.332846,73,40.2,2026-06-30 01:41:35
WG00299,6123513753,Flat,SER,South Eastern Railway,Jaipur,Mumbai,Secunderabad,Petroleum,60,51.5,Maintenance,16.342012,75.355865,3,40.1,2026-06-29 16:36:35
WG00300,7203776221,BOXN,NR,North Railway,Mumbai,Mumbai,Nagpur,Automobiles,50,20.7,Delayed,22.563116,76.376668,13,49.6,2026-06-29 21:40:35
WG00301,3551555642,BTPN,SWR,South Western Railway,Nagpur,Visakhapatnam,Chennai,Iron Ore,50,24.4,Maintenance,16.409683,74.472563,31,53.8,2026-06-29 18:06:35
WG00302,9891291465,Tank,SR,Southern Railway,Visakhapatnam,Howrah,Kanpur,Automobiles,75,63.5,Running,16.782482,68.451434,95,33.8,2026-06-30 00:03:35
WG00303,8000238933,Covered,NWR,North Western Railway,Visakhapatnam,Agra,Kanpur,Automobiles,65,29.2,Idle,20.018974,80.207025,53,54.3,2026-06-29 14:09:35
WG00304,4102940968,Tank,SER,South Eastern Railway,Lucknow,Bhopal,Guntur,Cement,70,52.3,Unloading,30.486215,82.775947,53,20.5,2026-06-29 23:40:35
WG00305,8683256568,BOXN,CR,Central Railway,Visakhapatnam,Secunderabad,Visakhapatnam,Food Grains,60,57.6,Loading,26.433485,69.907693,21,29.0,2026-06-29 17:50:35
WG00306,3405153086,BCN,SWR,South Western Railway,Jaipur,Warangal,Vijayawada,Containers,50,46.5,Loading,17.958319,75.568113,41,51.2,2026-06-29 18:56:35
WG00307,2321284258,BOXN,CR,Central Railway,Hyderabad,Chennai,Agra,Steel,65,49.9,Delayed,29.46456,69.09852,34,29.0,2026-06-30 01:22:35
WG00308,5088197860,Flat,NR,North Railway,Jaipur,Chennai,Bhopal,Containers,50,40.6,Maintenance,12.000554,78.735586,10,21.1,2026-06-29 17:48:35
WG00309,9128196217,Flat,SCR,South Central Railway,Mumbai,Delhi,Hyderabad,Iron Ore,75,33.9,Delayed,23.626837,69.391931,94,49.6,2026-06-29 15:26:35
WG00310,2922590387,Covered,NWR,North Western Railway,Jaipur,Delhi,Chennai,Food Grains,55,15.8,Running,21.803215,78.786062,23,50.6,2026-06-29 19:53:35
WG00311,9932717678,Flat,CR,Central Railway,Kolkata,Visakhapatnam,Vijayawada,Food Grains,70,54.5,Idle,9.950802,77.095935,74,47.3,2026-06-29 20:30:35
WG00312,5576517982,BOXN,NWR,North Western Railway,Chennai,Delhi,Chennai,Food Grains,75,33.6,Running,17.40239,80.364707,87,38.2,2026-06-30 01:15:35
WG00313,8602384265,BCN,ER,Eastern Railway,Lucknow,Kanpur,Guntur,Petroleum,60,31.5,Running,30.01279,76.980205,38,47.7,2026-06-30 01:22:35
WG00314,4324182431,Hopper,WR,Western Railway,Nagpur,Secunderabad,Mumbai,Containers,70,63.6,Loading,25.073767,73.362221,26,52.4,2026-06-29 15:12:35
